COD;DESCC;SIGLAS;DIRECC;DPA;ORGA;NAE;FORG;FFI;UNI;SUB;SUBORD;TIPO;EP
11128;EMPRESA AGROINDUSTRIAL DE GRANOS JOSE MANUEL CAPOTE SOSA;-  -  -  -  -  -  -  -;CARRETERA DE TUNAS BAYAMO KM 26, JUCARITO;3301;131;0211;02;1;898;000013801;0;EMP;0
11129;EMPRESA NAVIERA FRIGORIFICA;FRIOMAR;CALLE OFICIOS NO. 170 E/ AMARGURA Y TENIENTE REY;2304;151;6110;02;1;820;000011234;0;EMP;0
11130;EMPRESA DE ACOPIO Y BENEFICIO DE TABACO SANCTI SPIRITUS;-  -  -  -  -  -  -  -;CARRETERA DE ZAZA KM. 2;2807;131;0215;02;1;881;12192;0;EMP;0
11131;EMPRESA PROVEEDORA GENERAL DEL TRANSPORTE DE CIUDAD DE LA HABANA;-  -  -  -  -  -  -  -;5TA AVENIDA NO. 8605 ENTRE 86 Y 88;2301;313;5030;02;1;999;;1;EMP;0
11132;DIRECCION MUNICIPAL DE SERVICIOS COMUNALES DE SIBANICU;-  -  -  -  -  -  -  -;CARRETERA CENTRAL NO 254;3007;319;9600;05;2;999;000000477;2;UP;0
11133;DIRECCION MUNICIPAL DE SERVICIOS COMUNALES DE SIERRA DE CUBITAS;-  -  -  -  -  -  -  -;MARIO HERRERO TOSCANO NO 24-A, SOLA.;3003;319;9600;05;2;999;000000473;2;UP;0
11134;ADMINISTRACION PORTUARIA NACIONAL;-  -  -  -  -  -  -  -;CALLE FABRICA ENTRE ASPURU Y LINEA DE FERROCARRIL;2304;151;6303;05;2;999;000000151;0;UP;0
11137;EMPRESA RECINTO DE EXPOSICIONES DE HOLGUIN;EXPOHOLGUIN;AVE. DE LOS LIBERTADORES NO. 44;3206;321;9432;02;1;999;000000321;1;EMP;0
11138;EMPRESA DE TRANSPORTE ESCOLAR HOLGUIN;-  -  -  -  -  -  -  -;CALLE LUZ CABALLERO NO. 113;3206;151;6022;02;1;607;000013991;0;EMP;0
11141;EMPRESA AGROPECUARIA VINALES;-  -  -  -  -  -  -  -;KM 1 1/2 DE LA CARRETERA DEL CEMENTERIO;2104;131;0215;02;1;881;000012192;0;EMP;0
11157;EMPRESA DE ACOPIO Y BENEFICIO DE TABACO MINAS;-  -  -  -  -  -  -  -;KM 31 1/2 DE LA CARRETERA LUIS LAZO, SUMIDERO.;2103;131;0215;02;1;881;000012192;0;EMP;0
11161;DIRECCION MUNICIPAL DE DEPORTES LAS TUNAS;-  -  -  -  -  -  -  -;SALA PACO CABRERA AVENIDA PRIMERO DE ENERO S/N E/ JULIAN GRIMAU Y WALTER MULET;3105;320;9510;05;2;999;000000495;2;UP;0
11163;EMPRESA PRODUCTORA DE ALIMENTOS DE REGLA;PRODAL;CALLE 27 DE NOVIEMBRE NO. 9 ENTRE BENITO ANIDO Y LITORAL;2305;111;1512;02;1;624;14097;0;EMP;1
11167;"EMPRESA DE ABASTECIMIENTOS Y SERVICIOS AL TURISMO ""DON CANGREJO""";-  -  -  -  -  -  -  -;CALLE 1RA NO. 1606 E/ 16 Y 18, MIRAMAR;2301;111;5610;02;1;999;00256;0;EMP;0
11174;EMPRESA AGROPECUARIA SAGUA DE TANAMO;-  -  -  -  -  -  -  -;FELIPE ROMERO NO.108;3213;131;0214;02;1;879;000012189;0;EMP;0
11175;EMPRESA AGROPECUARIA BARTOLOME MASO MARQUEZ;-  -  -  -  -  -  -  -;AVENIDA MASO, RIO YARA;3311;131;0214;02;1;879;000012189;0;EMP;0
11176;EMPRESA AGROPECUARIA ATAQUE A BUEYCITO;-  -  -  -  -  -  -  -;CORONEL LIENS NO. 213;3312;131;0214;02;1;879;000012189;0;EMP;0
11177;EMPRESA AGROPECUARIA BATALLA DE GUISA;-  -  -  -  -  -  -  -;VICTOR RAMOS NO. 46 E/ PAQUITO GONZALEZ Y VAN TROI;3313;131;0214;02;1;879;000012189;0;EMP;0
11180;EMPRESA AGROPECUARIA TERCER FRENTE;-  -  -  -  -  -  -  -;REPARTO SAN RAFAEL S/N;3408;131;0214;02;1;879;000012189;0;EMP;0
11186;EMPRESA CUBANA MINERA DEL ESTE;EME;NICARO;3211;104;1210;02;1;620;02704;0;EMP;0
11187;DIRECCION MUNICIPAL DE PLANIFICACION FISICA ISLA DE LA JUVENTUD;-  -  -  -  -  -  -  -;CALLE NO. 41 NO. 3004 E/ 30 Y 32, NUEVA GERONA;4001;325;7513;05;2;999;000000572;2;UP;0
11188;DIRECCION MUNICIPAL DE FINANZAS Y PRECIOS ISLA DE LA JUVENTUD;-  -  -  -  -  -  -  -;CALLE NO 39 ESQUINA A CALLE 38, NUEVA GERONA;4001;325;7513;05;2;999;000000572;2;UP;0
11189;DIRECCION MUNICIPAL DE ECONOMIA Y PLANIFICACION ISLA DE LA JUVENTUD;-  -  -  -  -  -  -  -;CALLE NO 39 ESQUINA A CALLE 38, NUEVA GERONA;4001;325;7513;05;2;999;000000572;2;UP;0
11190;DIRECCION MUNICIPAL DE TRABAJO ISLA DE LA JUVENTUD;-  -  -  -  -  -  -  -;CALLE NO 28 E/ 35 Y 37, NUEVA GERONA;4001;325;9132;05;2;999;000000572;2;UP;0
11191;DIRECCION MUNICIPAL DE COMERCIO ISLA DE LA JUVENTUD;-  -  -  -  -  -  -  -;CALLE 22 NO. 3712 E/ CALLES 37 Y 39 EN NUEVA GERONA;4001;325;7513;05;2;999;000000572;2;UP;0
11194;EMPRESA AGROPECUARIA TAGUASCO;-  -  -  -  -  -  -  -;AVENIDA CUBA NO. 35, ZAZA DEL MEDIO;2803;131;0215;02;1;881;000012192;0;EMP;0
11195;EMPRESA DE ABASTECIMIENTO Y SERVICIOS DE GRANOS;-  -  -  -  -  -  -  -;AVENIDA. INDEPENDENCIA NO. 12555 ESQUINA A CAPDEVILA;2313;131;3421;02;1;898;000013801;0;EMP;0
11196;EMPRESA DE LOGISTICA AGROPECUARIA HABANA;-  -  -  -  -  -  -  -;CALLE A NO. 20501 ENTRE ALDAY Y VARONA, REPARTO EL TRIGAL;2313;131;5150;02;1;716;12758;0;EMP;0
11199;GRUPO INDUSTRIAL DE ASTILLEROS;ASTILLEROS ASOCIADOS;CALLE DESAMPARADOS NO. 166 E/ COMPOSTELA Y HABANA;2304;151;7214;06;1;861;000000151;0;GRUP;1
11205;ADUANA DEL PUERTO DE LA HABANA;;SAN PEDRO NO. 1;2304;304;7511;05;2;999;00304;0;UP;0
11206;EMPRESA AGROPECUARIA SONGO LA MAYA;-  -  -  -  -  -  -  -;PEREZ CARBO NO. 6, LA MAYA;3405;131;0214;02;1;879;000012189;0;EMP;0
11209;UNIDAD PROVINCIAL INVERSIONISTA DE LA VIVIENDA DE CIENFUEGOS;UPI VIVIENDA CF;AVE. 56 NO. 3702 E/ 37 Y 39;2707;316;4520;05;2;999;;1;UP;0
11210;"CENTRO DE DESARROLLO ARTESANAL ""QUITRIN""";-  -  -  -  -  -  -  -;CALLE OBISPO NO. 163 ESQUINA A SAN IGNACIO;2304;505;2010;02;1;999;;0;EMP;0
11211;EMPRESA AGROPECUARIA MAISI;-  -  -  -  -  -  -  -;LA MAQUINA;3505;131;0214;02;1;879;000012189;0;EMP;0
11212;EMPRESA AGROPECUARIA YATERAS;-  -  -  -  -  -  -  -;PALENQUE DE YATERAS;3503;131;0214;02;1;879;000012189;0;EMP;0
11213;EMPRESA CAFETALERA GUANTANAMO;-  -  -  -  -  -  -  -;LA TAGUA;3502;131;0214;02;1;879;000012189;0;EMP;0
11214;EMPRESA AGROPECUARIA EL SALVADOR;-  -  -  -  -  -  -  -;LIMONCITO DE BAYATE;3501;131;0214;02;1;879;000012189;0;EMP;0
11215;EMPRESA AGROPECUARIA IMIAS;-  -  -  -  -  -  -  -;CALLE 5-A NO. 29 REPARTO JESUS LORES;3506;131;0214;02;1;879;000012189;0;EMP;0
11216;EMPRESA AGROPECUARIA SAN ANTONIO DEL SUR;-  -  -  -  -  -  -  -;PURIALES DE CAUJERI;3507;131;0214;02;1;879;000012189;0;EMP;0
11218;EMPRESA NAVIERA POSEIDON;-  -  -  -  -  -  -  -;CALLE OFICIOS NO. 170, E/ LAS CALLES AMARGURA Y TTE. REY;2304;151;6110;02;1;820;000011234;0;EMP;0
11226;EMPRESA MAYORISTA DEL MERCADO PARALELO;EMMP;MURALLA NO. 462 E/ CRISTO Y VILLEGAS;2304;171;5190;02;1;902;13309;0;EMP;0
11229;EMPRESA PROVINCIAL DE CONFECCIONES TEXTILES, UNYMODA;- - - - - - - -;CALLE DOS DE MAYO NO. 8507 A E/ MEDIO Y RIO;2501;314;2010;02;1;707;12677;1;EMP;1
11230;GRANJA AGROPECUARIA AUTOCONSUMO PARA LA GASTRONOMIA DE CIUDAD DE LA HABANA;-  -  -  -  -  -  -  -;;2314;313;0213;03;3;999;;1;OEE;0
11237;"PALACIO DE TEATRO ""LA COLMENITA""";-  -  -  -  -  -  -  -;CALLE NO. 13 NO. 404 ALTOS E/ G Y F VEDADO;2302;503;9439;03;4;999;;0;OEE;0
11238;EMPRESA PRODUCTORA DE IMPRESOS DE SEGURIDAD Y ACUÑACIONES;IMPRESOS DE SEGURIDAD;CALLE 23 ESQUINA A GIRAL, LAWTON;2309;272;2421;02;1;999;00272;0;EMP;1
11240;"EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DEL OESTE DE CIUDAD DE LA HABANA ""AGUAS DEL OESTE DE LA HABANA""";-  -  -  -  -  -  -  -;AVENIDA NORTE S/N E/ AVENIDA DE LOS OCUJES Y AVENIDA ESTE;2310;113;4230;02;1;899;000012590;0;EMP;0
11245;"GRANJA ESTATAL ""COSTA NORTE""";-  -  -  -  -  -  -  -;PLAYUELAS;2104;131;0213;03;3;999;000000131;0;OEE;0
11248;EMPRESA DE TRANSPORTE DE LA CONSTRUCCION DE VILLA CLARA;-  -  -  -  -  -  -  -;CARRETERA DE SUBPLANTA Y CIRCUNVALACION NORTE, ZONA INDUSTRIAL;2609;126;6023;02;1;680;00680;0;EMP;1
11268;"GRANJA ESTATAL ""CENTRO EQUINO""";-  -  -  -  -  -  -  -;KM 7 1/2 CUARTO ANILLO NORTE;3007;131;0314;03;3;999;000000131;0;OEE;0
11291;GRUPO DE LA INDUSTRIA AUTOMOTRIZ;UNECAMOTO;AVENIDA 31, NO. 10214 ENTRE 102 Y 106;2311;102;7214;06;1;693;14387;0;GRUP;0
11293;EMPRESA DE SEGURIDAD Y PROTECCION DEL MINISTERIO DE EDUCACION SUPERIOR;ESPMES;CALLE I NO. 166 ENTRE CALLE 9 Y CALLE 11, VEDADO;2302;223;7290;02;1;731;000012891;0;EMP;0
11307;EMPRESA COMERCIAL DE ALIMENTOS, COPMAR;-  -  -  -  -  -  -  -;CALLE HACENDADOS, NO. 7, AVENIDA LA PESQUERA Y LINEA DEL FERROCARRIL;2304;111;5190;02;1;624;14097;0;EMP;1
11313;EMPRESA AGROFORESTAL MARTIRES DE MATIAS;-  -  -  -  -  -  -  -;REPARTO SAN RAFAEL S/N;3408;131;0311;02;1;879;000012189;0;EMP;0
11323;EMPRESA AGROPECUARIA MINAS;-  -  -  -  -  -  -  -;CARRETERA AL SUMIDERO;2103;131;5190;02;1;999;000000131;0;EMP;0
11328;EMPRESA AGROPECUARIA LA PALMA;-  -  -  -  -  -  -  -;EL BATEY JIBARA, CARRETERA PINAR DEL RIO A LA PALMA;2105;131;0215;02;1;881;000012192;0;EMP;0
11351;"GRANJA ESTATAL ""VALLE GRANDE""";-  -  -  -  -  -  -  -;FINCA MARIA TERESA CARRETERA SAN ANTONIO DE LOS BANOS ALQUIZAR, KM 9;2208;131;0218;03;3;999;000000131;0;OEE;0
11352;ESCUELA DE SUPERACION DE PERFECCIONAMIENTO ATLETICO DE LAS TUNAS;E.S.P.A.TUNAS;AVE 2 DE DICIEMBRE S/N REPARTO AURORA;3105;320;8521;05;2;999;;1;UP;0
11353;EMPRESA MUNICIPAL DE GASTRONOMIA, ALOJAMIENTO Y RECREACION DE PUERTO PADRE;-  -  -  -  -  -  -  -;RUBI NO. 28;3102;320;5610;02;1;659;14255;2;EMP;0
11357;EMPRESA DE TABACO TORCIDO SANCTI SPIRITUS;-  -  -  -  -  -  -  -;BEREMUNDO PAZ, NO. 92, E/ HECTOR CASTELLANOS Y AVE. CAMILO CIENFUEGOS;2804;131;1800;02;1;881;000012192;0;EMP;1
11362;"GRANJA ESTATAL ""FRANK PAIS GARCIA""";-  -  -  -  -  -  -  -;BARRIO JAGUEYES;3207;131;0314;03;3;999;000000131;0;OEE;0
11374;"EMPRESA CONSTRUCTORA ""PUERTO CARENA""";-  -  -  -  -  -  -  -;MERCADERES NO. 263 ENTRE AMARGURA Y TENIENTE REY;2304;306;4520;02;1;999;000000306;0;EMP;0
11390;EMPRESA DE CONSERVACION DE TUNELES;-  -  -  -  -  -  -  -;KM 0, CARRETERA MONUMENTAL;2306;151;4520;02;1;605;000000605;0;EMP;0
11404;EMPRESA DE SERVICIOS LOGISTICOS;SERVILOG;CALZADA VIEJA DE GUANABACOA KM 7 1/2;2307;102;3210;02;1;729;12778;0;EMP;0
11406;EMPRESA DE TRANSPORTE, CONSTRUCCION Y ABASTECIMIENTOS;TCA;CARRETERA SAN GERMAN KM. 3;3206;102;6023;02;1;641;14107;0;EMP;1
11407;GRUPO DE LA INDUSTRIA ELECTRONICA, LA INFORMATICA, LA AUTOMATIZACION Y LAS COMUNICACIONES;GELECT;CALLE 34 NO. 118 E/ 1RA Y 3RA, MIRAMAR;2301;102;7214;06;1;839;00102;0;GRUP;0
11408;EMPRESA DE ANTENAS;-  -  -  -  -  -  -  -;CARRETERA CENTRAL NO. 536, FRANCISCO PEREZ,;2609;102;3630;02;1;646;14108;0;EMP;1
11469;EMPRESA DE TALLERES FERROVIARIOS;-  -  -  -  -  -  -  -;JOSE F. AGUERO NO. 301;3008;151;3850;02;1;629;04600;0;EMP;0
11471;EMPRESA DE EXPLOTACION DE LOCOMOTORAS;EXMELO;JOSE FRANCISCO AGUERO NO. 301 REPARTO LA VIGIA;3008;151;6010;02;1;629;000004600;0;EMP;0
11473;EMPRESA DE VIAS, OBRAS Y CONSTRUCCIONES FERROVIARIAS;VOC;AVENIDA INDEPENDENCIA KM 31/2;2310;151;4520;02;1;629;000004600;0;EMP;0
11477;EMPRESA DE CARGA POR FERROCARRIL;-  -  -  -  -  -  -  -;EGIDO Y ARSENAL;2304;151;6010;02;1;629;000004600;0;EMP;0
11479;EMPRESA DE ASEGURAMIENTO LOGISTICO;SUMIFER;EGIDO Y ARSENAL;2304;151;5141;02;1;629;04600;0;EMP;1
11480;EMPRESA DE SERVICIOS GENERALES DE LOS FERROCARRILES;-  -  -  -  -  -  -  -;EGIDO Y ARSENAL;2304;151;5520;02;1;629;000004600;0;EMP;0
11487;EMPRESA PROVINCIAL DE TALLERES Y SERVICIOS PINAR DEL RIO;-  -  -  -  -  -  -  -;GERARDO MEDINA NO. 310;2108;311;5040;02;1;906;13854;1;EMP;1
11490;EMPRESA DE TAXIS DE PINAR DEL RIO;-  -  -  -  -  -  -  -;CARRETERA SAN JUAN Y MARTINEZ, KM. 1 1/2, ZONA INDUSTRIAL SIETE MATAS;2108;151;6022;02;1;905;000013797;0;EMP;0
11506;EMPRESA DE TRANSPORTE ESCOLAR SANTIAGO DE CUBA;-  -  -  -  -  -  -  -;AVE. VICTORIANO GARZON NO. 271 ESQUINA 3RA. RPTO. SUENO;3406;151;6022;02;1;607;13991;0;EMP;0
11525;EMPRESA MUNICIPAL DE COMERCIO Y GASTRONOMIA CARDENAS;-  -  -  -  -  -  -  -;CESPEDES E/ CORONEL VERDUGO E INDUSTRIA;2502;314;5335;02;1;666;14281;2;EMP;0
11526;EMPRESA MUNICIPAL DE COMERCIO Y GASTRONOMIA COLON;-  -  -  -  -  -  -  -;MARIO MUNOZ NO. 87 ESQUINA MAXIMO GOMEZ;2504;314;5335;02;1;666;14281;2;EMP;0
11527;EMPRESA MUNICIPAL DE COMERCIO Y GASTRONOMIA JOVELLANOS;-  -  -  -  -  -  -  -;CALLE 11 NO. 1611 E/ 16 Y 18;2506;314;5335;02;1;666;14281;2;EMP;0
11528;EMPRESA MUNICIPAL DE COMERCIO Y GASTRONOMIA JAGUEY GRANDE;-  -  -  -  -  -  -  -;CALLE 13 E/ 52 Y 54;2511;314;5335;02;1;666;14281;2;EMP;0
11529;EMPRESA MUNICIPAL DE COMERCIO Y GASTRONOMIA MARTI;-  -  -  -  -  -  -  -;MACEO NO. 307 E/ RAUL PUPO MORALES Y ESTEBAN HERNANDEZ;2503;314;5335;02;1;666;14281;2;EMP;0
11530;EMPRESA MUNICIPAL DE COMERCIO Y GASTRONOMIA PERICO;-  -  -  -  -  -  -  -;DANIEL NO. 90 E/ ALVAREZ Y LINEA;2505;314;5335;02;1;666;14281;2;EMP;0
11531;EMPRESA MUNICIPAL DE COMERCIO Y GASTRONOMIA PEDRO BETANCOURT;-  -  -  -  -  -  -  -;CALLE 24 NO. 1901 E/ 19 Y 21;2507;314;5610;02;1;666;14281;2;EMP;0
11532;EMPRESA MUNICIPAL DE COMERCIO Y GASTRONOMIA UNION DE REYES;-  -  -  -  -  -  -  -;MACEO NO. 66 E/ JOSE MARTI Y FINAL;2509;314;5610;02;1;666;14281;2;EMP;0
11533;EMPRESA MUNICIPAL DE COMERCIO Y GASTRONOMIA LIMONAR;-  -  -  -  -  -  -  -;MAXIMO GOMEZ NO. 75 E/ NELSON FERNANDEZ Y BRIGADIER ROJAS;2508;314;5335;02;1;666;14281;2;EMP;0
11534;EMPRESA MUNICIPAL DE COMERCIO Y GASTRONOMIA LOS ARABOS;-  -  -  -  -  -  -  -;JUAN BRUNO ZAYAS NO. 3 E/ MARTI Y CLEMENTE ZENEA;2513;314;5610;02;1;666;14281;2;EMP;0
11535;EMPRESA MUNICIPAL DE COMERCIO Y GASTRONOMIA CALIMETE;-  -  -  -  -  -  -  -;INDEPENDENCIA NO. 79 E/ SAN JUAN Y MASSUET;2512;314;5335;02;1;666;14281;2;EMP;0
11536;EMPRESA MUNICIPAL DE COMERCIO Y GASTRONOMIA CARDENAS-VARADERO;-  -  -  -  -  -  -  -;EDIFICIO SOCIO-ADMINISTRATIVO, STA MARTA;2502;314;5335;02;1;666;14281;2;EMP;0
11537;EMPRESA MUNICIPAL DE SERVICIOS GASTRONOMICOS DE MATANZAS;-  -  -  -  -  -  -  -;INDEPENDENCIA NO. 29803 E/ DOS DE MAYO Y AMERICA;2501;314;5610;02;1;666;14281;2;EMP;0
11538;UNIDAD PROVINCIAL DE INVERSIONES PARA LA CONSTRUCCION Y CONSERVACION DE LA VIVIENDA;-  -  -  -  -  -  -  -;SAN FRANCISCO E/ MONSERRATE Y SAN LUIS, PUEBLO NUEVO;2501;314;4520;05;2;999;;1;UP;0
11539;UNIDAD TERRITORIAL DE INSPECCION ESTATAL DE LA CONSTRUCCION DE SANCTI SPIRITUS;-  -  -  -  -  -  -  -;CALLE CUARTEL S/N ESQUINA COMANDANTE FAJARDO;2807;126;7513;05;2;999;000000126;0;UP;0
11540;UNIDAD TERRITORIAL DE INSPECCION ESTATAL DE LA CONSTRUCCION DE CIEGO DE AVILA;-  -  -  -  -  -  -  -;CARRETERA CENTRAL Y CIRCUNVALACION OESTE NO. 752;2908;126;7513;05;2;999;000000126;0;UP;0
11541;UNIDAD TERRITORIAL DE INSPECCION ESTATAL DE LA CONSTRUCCION DE LAS TUNAS;-  -  -  -  -  -  -  -;RAMON ORTUNO NO. 151 E/ LUCAS ORTIZ Y LICO CRUZ;3105;126;7513;05;2;999;000000126;0;UP;0
11542;UNIDAD TERRITORIAL DE INSPECCION ESTATAL DE LA CONSTRUCCION DE SANTIAGO DE CUBA;-  -  -  -  -  -  -  -;CALLE L NO. 401 E/ 5 Y 7, RPTO. AMPLIACION DE TERRAZA;3406;126;7513;05;2;999;000000126;0;UP;0
11543;UNIDAD TERRITORIAL DE INSPECCION ESTATAL DE LA CONSTRUCCION DE GUANTANAMO;-  -  -  -  -  -  -  -;CALLE CUARTEL S/N E/ 13 Y 14 NORTE, RPTO. CARIBE;3509;126;7513;05;2;999;000000126;0;UP;0
11544;UNIDAD TERRITORIAL DE INSPECCION ESTATAL DE LA CONSTRUCCION DE LA ISLA DE LA JUVENTUD;-  -  -  -  -  -  -  -;CARRETERA BIBIJAGUA KM. 1 1/2 NO. 313, REPARTO SIERRA CABALLOS, NUEVA GERONA;4001;126;7513;05;2;999;000000126;0;UP;0
11551;"GRANJA ESTATAL ""PUNTA BRAVA""";-  -  -  -  -  -  -  -;CARRETERA SANTA CRUZ, KILOMETRO 13;3008;131;0217;03;3;999;000000131;0;OEE;0
11559;"GRANJA ESTATAL ""CHAVECO""";-  -  -  -  -  -  -  -;REPARTO SANTA MARIA, CONSEJO POPULAR CHAVECO;3403;131;0214;03;3;879;000012189;0;OEE;0
11564;"GRANJA ESTATAL ""JAMAICA""";-  -  -  -  -  -  -  -;ZONA ESTE MUNICIPAL;3502;131;0217;03;3;999;000000131;0;OEE;0
11567;"EMPRESA FORESTAL INTEGRAL ""MINAS""";-  -  -  -  -  -  -  -;REPARTO VIETNAM HEROICO, FINAL;2103;131;0500;02;1;879;000012189;0;EMP;1
11572;"EMPRESA FORESTAL INTEGRAL ""LA PALMA""";-  -  -  -  -  -  -  -;LA JIBARA;2105;131;0500;02;1;879;000012189;0;EMP;1
11573;EMPRESA AGROPECUARIA GUAMA;-  -  -  -  -  -  -  -;EL MARANON, S/N, CHIVIRICO;3409;131;0500;02;1;879;000012189;0;EMP;1
11576;EMPRESA AGROPECUARIA Y FORESTAL SIERRA CRISTAL SEGUNDO FRENTE;-  -  -  -  -  -  -  -;CALLE CONGRESO EN ARMAS, NO. 96, RPTO. CANA AMARILLA;3404;131;0500;02;1;879;000012189;0;EMP;1
11578;"EMPRESA FORESTAL INTEGRAL ""GUANTANAMO""";-  -  -  -  -  -  -  -;CARRETERA BAYATE KILOMETRO 3 1/2. MONTESANO;3509;131;0500;02;1;879;000012189;0;EMP;1
11579;GRUPO EMPRESARIAL DE LA CONSTRUCCION DE HOLGUIN;-  -  -  -  -  -  -  -;ARIAS NO 178 E/ NARCISO LOPEZ Y MORALES LEMUS;3206;126;7214;06;1;842;000000126;0;GRUP;1
11581;"EMPRESA FORESTAL INTEGRAL ""IMIAS""";-  -  -  -  -  -  -  -;CALLE 5, S/N, E/ A Y B;3506;131;0500;02;1;879;000012189;0;EMP;1
11582;"GRANJA ESTATAL ""LA CAOBA""";-  -  -  -  -  -  -  -;CARRETERA A LA PALMA, ENTRONQUE DE SAN ANDRES;2105;131;0213;03;3;879;000012189;0;OEE;0
11583;"GRANJA ESTATAL ""LA LOMA""";-  -  -  -  -  -  -  -;CARRETERA A LA PALMA, ENTRONQUE DE SAN ANDRES;2105;131;0213;03;3;879;000012189;0;OEE;0
11584;EMPRESA DE FERIAS AGROPECUARIAS;-  -  -  -  -  -  -  -;AVENIDA INDEPENDENCIA, NO. 31108, RANCHO BOYEROS;2313;131;9439;02;1;999;000000131;0;EMP;0
11592;EMPRESA DE SERVICIOS A TRABAJADORES DE HOLGUIN;-  -  -  -  -  -  -  -;AVENIDA INTERNACIONALISTA KM. 2 1/2, REPARTO PEDRO DIAZ COELLO;3206;126;5610;02;1;842;000011579;0;EMP;1
11600;GRUPO EMPRESARIAL DE LA CONSTRUCCION DE CIENFUEGOS;-  -  -  -  -  -  -  -;AVE 60 NO, 4302;2707;126;7214;06;1;843;000000126;0;GRUP;1
11601;EMPRESA CONSTRUCTORA DE OBRAS DE ARQUITECTURA NO. 36;-  -  -  -  -  -  -  -;VIA RAPIDA E/ 10 Y 11 SANTA MARTA;2502;126;4520;02;1;890;000012352;0;EMP;1
11603;EMPRESA CONSTRUCTORA DE OBRAS DE ARQUITECTURA NO. 37;-  -  -  -  -  -  -  -;CALLE SAN JOSE FINAL, ZONA INDUSTRIAL NO. 2,  PUEBLO GRIFO;2707;126;4520;02;1;843;000011600;0;EMP;1
11607;EMPRESA DE PRODUCCION INDUSTRIAL DE CIENFUEGOS;-  -  -  -  -  -  -  -;CALLE SAN JOSE FINAL, ZONA INDUSTRIAL NO. 2 PUBLO GRIFO;2707;126;3195;02;1;843;000011600;0;EMP;1
11608;EMPRESA REGISTRO CUBANO DE BUQUES;"""RCB SOCIEDAD CLASIFICADORA""";CALLE 5TA AVENIDA NO. 1202 E/ 12 Y 14 MIRAMAR;2301;151;7513;02;1;999;000000151;0;EMP;1
11609;EMPRESA DE SERVICIOS A TRABAJADORES DE CIENFUEGOS;-  -  -  -  -  -  -  -;CARRTERA O' BOURKE KM. 2 1/2, REPARTO PASTORITA;2707;126;5610;02;1;843;000011600;0;EMP;1
11611;EMPRESA DE IZAJE DE CIENFUEGOS;-  -  -  -  -  -  -  -;CARRETERA PALMIRA KM 4 1/2;2707;126;4550;02;1;843;000011600;0;EMP;1
11614;UNIDAD PROVINCIAL INVERSIONISTA DE LA VIVIENDA DE HOLGUIN;UPI VIVIENDA HO;CALLE MIRO NO. 177 E/ MARTI Y LUZ CABALLERO;3206;321;4520;05;2;999;;1;UP;0
11615;GRUPO EMPRESARIAL DE LA CONSTRUCCION DE CAMAGUEY;-  -  -  -  -  -  -  -;AVE FINLAY NO. 83 ESQUINA SARATOGA;3008;126;7214;06;1;841;000000126;0;GRUP;1
11617;EMPRESA DE SERVICIOS A TRABAJADORES DE CAMAGUEY;-  -  -  -  -  -  -  -;AVENIDA SARATOGA S/N ESQUINA AVENIDA FINLAY;3008;126;5610;02;1;841;000011615;0;EMP;1
11620;EMPRESA INTEGRAL DE CAFE LUIS BOUCOURT;-  -  -  -  -  -  -  -;CARRETERA PUNTA DE PIEDRA KM. 2 1/2;2201;131;1544;02;1;879;000012189;0;EMP;1
11622;"EMPRESA AGROINDUSTRIAL ""ELADIO MACHIN""";-  -  -  -  -  -  -  -;NAPOLEON DIEGO, NO. 265;2706;131;1544;02;1;879;000012189;0;EMP;1
11623;"EMPRESA PROCESADORA DE CAFE ""ROLANDO AYUB""";-  -  -  -  -  -  -  -;AVENIDA CAMILO CIENFUEGOS NO. 79, MAFFO;3401;131;1544;02;1;879;000012189;0;EMP;1
11626;"EMPRESA PROCESADORA DE CAFE ""ASDRUBAL LOPEZ""";-  -  -  -  -  -  -  -;CALLE 17 SUR, ENTRE REGINO ELADIO BOTTI Y 13 DE JUNIO;3509;131;1544;02;1;879;000012189;0;EMP;1
11633;EMPRESA DE TRANSPORTE ESCOLAR GRANMA;-  -  -  -  -  -  -  -;CARRETERA CENTRAL KM 3;3304;151;6022;02;1;607;13991;0;EMP;0
11635;CENTRO PROVINCIAL PARA LA ENSENANZA ARTISTICA;CPEA;CIRCUNVALACION Y LINEA BANDA;2609;315;8521;05;2;999;;1;UP;0
11657;DIRECCION MUNICIPAL DE SERVICIOS COMUNALES DE MARTI;-  -  -  -  -  -  -  -;CALLE MACEO NO. 243 (INTERIOR) E/ JOSE SMITH COMAS Y CAMILO CIENFUEGOS;2503;314;9600;07;2;999;000000384;2;UP;0
11658;DIRECCION MUNICIPAL DE SERVICIOS COMUNALES DE PERICO;-  -  -  -  -  -  -  -;CALLE JULIAN DOMINGUEZ NO. 6 E/ SOTOLONGO Y ALZUGARAY;2505;314;9600;07;2;999;000000386;2;UP;0
11659;DIRECCION MUNICIPAL DE SERVICIOS COMUNALES DE CALIMETE;-  -  -  -  -  -  -  -;MODESTO RODRIGUEZ NO. 2 E/ SANTA ANA Y FINAL, MANGUITO;2512;314;9600;07;2;999;000000394;2;UP;0
